neurotransmitter,class,subclass,supertype,cluster
,,,,4422 SPVI-SPVC Tlx3 Ebf3 Glut_2
,,,,4423 SPVI-SPVC Tlx3 Ebf3 Glut_2
,,,,4424 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4425 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4426 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4427 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4428 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4429 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4430 SPVI-SPVC Tlx3 Ebf3 Glut_3
,,,,4431 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4432 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4433 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4434 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4435 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4436 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4437 SPVI-SPVC Tlx3 Ebf3 Glut_4
,,,,4438 SPVI-SPVC Tlx3 Ebf3 Glut_5
,,,,4439 SPVI-SPVC Tlx3 Ebf3 Glut_5
,,,,4440 SPVI-SPVC Tlx3 Ebf3 Glut_5
,,,,4441 SPVI-SPVC Tlx3 Ebf3 Glut_6
,,,,4442 SPVI-SPVC Tlx3 Ebf3 Glut_6
,,,,4443 SPVI-SPVC Tlx3 Ebf3 Glut_6
,,,,4444 SPVI-SPVC Tlx3 Ebf3 Glut_6
,,,,4445 SPVI-SPVC Tlx3 Ebf3 Glut_7
,,,,4446 SPVI-SPVC Tlx3 Ebf3 Glut_7
,,,,4447 SPVI-SPVC Tlx3 Ebf3 Glut_7
,,,,4448 CU-ECU-SPVI Foxb1 Glut_1
,,,,4449 CU-ECU-SPVI Foxb1 Glut_1
,,,,4450 CU-ECU-SPVI Foxb1 Glut_1
,,,,4451 CU-ECU-SPVI Foxb1 Glut_1
,,,,4452 CU-ECU-SPVI Foxb1 Glut_1
,,,,4453 CU-ECU-SPVI Foxb1 Glut_1
,,,,4454 CU-ECU-SPVI Foxb1 Glut_1
,,,,4455 CU-ECU-SPVI Foxb1 Glut_1
,,,,4456 CU-ECU-SPVI Foxb1 Glut_1
,,,,4457 CU-ECU-SPVI Foxb1 Glut_1
,,,,4458 CU-ECU-SPVI Foxb1 Glut_1
,,,,4459 CU-ECU-SPVI Foxb1 Glut_1
,,,,4460 CU-ECU-SPVI Foxb1 Glut_1
,,,,4461 CU-ECU-SPVI Foxb1 Glut_1
,,,,4462 CU-ECU-SPVI Foxb1 Glut_1
,,,,4463 CU-ECU-SPVI Foxb1 Glut_1
,,,,4464 CU-ECU-SPVI Foxb1 Glut_1
,,,,4465 CU-ECU-SPVI Foxb1 Glut_1
,,,,4466 CU-ECU-SPVI Foxb1 Glut_1
,,,,4467 CU-ECU-SPVI Foxb1 Glut_1
,,,,4468 CU-ECU-SPVI Foxb1 Glut_2
,,,,4469 CU-ECU-SPVI Foxb1 Glut_2
,,,,4470 CU-ECU-SPVI Foxb1 Glut_2
,,,,4471 CU-ECU-SPVI Foxb1 Glut_2
,,,,4472 CU-ECU-SPVI Foxb1 Glut_3
,,,,4473 CU-ECU-SPVI Foxb1 Glut_3
,,,,4474 CU-ECU-SPVI Foxb1 Glut_4
,,,,4475 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4476 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4478 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4480 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4481 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4482 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4483 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4484 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4485 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1
,,,,4486 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2
,,,,4487 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3
,,,,4488 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4
,,,,4489 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5
,,,,4490 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4491 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4492 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4493 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4494 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4495 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4496 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4497 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4498 MV-SPIV Zic4 Neurod2 Glut_1
,,,,4499 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4500 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4501 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4502 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4503 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4504 MV-SPIV Zic4 Neurod2 Glut_2
,,,,4505 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4506 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4507 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4508 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4509 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4510 MV-SPIV Zic4 Neurod2 Glut_3
,,,,4511 MV-SPIV Zic4 Neurod2 Glut_4
,,,,4512 MV-SPIV Zic4 Neurod2 Glut_4
,,,,4513 MV-SPIV Zic4 Neurod2 Glut_4
,,,,4514 MV-SPIV Zic4 Neurod2 Glut_4
,,,,4515 MV-SPIV Zic4 Neurod2 Glut_5
,,,,4516 MV-SPIV Zic4 Neurod2 Glut_5
,,,,4517 NTS Aldh1a2 Glut_1
,,,,4518 NTS Aldh1a2 Glut_1
,,,,4519 NTS Aldh1a2 Glut_1
,,,,4520 NTS Aldh1a2 Glut_1
,,,,4521 CBN Neurod2 Pvalb Glut_1
,,,,4522 CBN Neurod2 Pvalb Glut_1
,,,,4523 CBN Neurod2 Pvalb Glut_1
,,,,4524 CBN Neurod2 Pvalb Glut_1
,,,,4525 NTS Dbh Glut_1
,,,,4526 NTS Dbh Glut_1
,,,,4527 NTS Dbh Glut_1
,,,,4528 NTS Dbh Glut_1
,,,,4529 NTS Dbh Glut_1
,,,,4530 NTS Dbh Glut_1
,,,,4531 NTS Dbh Glut_1
,,,,4532 NTS Dbh Glut_1
,,,,4533 NTS Dbh Glut_2
,,,,4534 NTS Dbh Glut_2
,,,,4535 NTS Dbh Glut_2
,,,,4536 NTS Dbh Glut_2
,,,,4537 NTS Dbh Glut_2
,,,,4538 NTS Dbh Glut_2
,,,,4539 NTS Dbh Glut_2
,,,,4540 NTS Dbh Glut_2
,,,,4541 NTS Dbh Glut_2
,,,,4542 NTS Dbh Glut_3
,,,,4543 NTS Dbh Glut_3
,,,,4544 NTS Dbh Glut_3
,,,,4545 NTS Dbh Glut_3
,,,,4546 NTS Dbh Glut_3
,,,,4547 NTS Dbh Glut_4
,,,,4548 NTS Dbh Glut_4
,,,,4549 NTS Dbh Glut_5
,,,,4550 NTS Dbh Glut_6
,,,,4551 DMX VII Tbx20 Chol_1
,,,,4552 DMX VII Tbx20 Chol_1
,,,,4553 DMX VII Tbx20 Chol_1
,,,,4554 DMX VII Tbx20 Chol_1
,,,,4555 DMX VII Tbx20 Chol_1
,,,,4556 DMX VII Tbx20 Chol_2
,,,,4557 IO Fgl2 Glut_1
,,,,4558 VCO Mafa Meis2 Glut_1
,,,,4559 VCO Mafa Meis2 Glut_1
,,,,4560 VCO Mafa Meis2 Glut_1
,,,,4561 VCO Mafa Meis2 Glut_2
,,,,4562 VCO Mafa Meis2 Glut_3
,,,,4563 VCO Mafa Meis2 Glut_3
,,,,4564 VCO Mafa Meis2 Glut_3
,,,,4565 VCO Mafa Meis2 Glut_3
,,,,4566 VCO Mafa Meis2 Glut_4
,,,,4567 SPVO Mafa Meis2 Glut_1
,,,,4568 SPVO Mafa Meis2 Glut_1
,,,,4569 SPVC Mafa Glut_1
,,,,4570 SPVC Mafa Glut_1
,,,,4571 SPVC Mafa Glut_1
,,,,4572 SPVC Mafa Glut_1
,,,,4573 SPVC Mafa Glut_1
,,,,4574 SPVC Mafa Glut_2
,,,,4575 SPVC Mafa Glut_2
,,,,4576 SPVC Mafa Glut_2
,,,,4577 SPVC Mafa Glut_2
,,,,4578 SPVC Ccdc172 Glut_1
,,,,4579 SPVC Ccdc172 Glut_1
,,,,4580 SPVC Ccdc172 Glut_1
,,,,4581 SPVC Ccdc172 Glut_1
,,,,4582 SPVC Ccdc172 Glut_1
,,,,4583 SPVC Ccdc172 Glut_1
,,,,4584 SPVC Ccdc172 Glut_1
,,,,4585 SPVC Ccdc172 Glut_1
,,,,4586 SPVC Ccdc172 Glut_1
,,,,4587 SPVC Nmu Glut_1
,,,,4588 SPVC Nmu Glut_1
,,,,4589 SPVC Nmu Glut_1
,,,,4590 SPVC Nmu Glut_1
,,,,4591 SPVC Nmu Glut_1
,,,,4592 SPVC Nmu Glut_2
,,,,4593 SPVC Nmu Glut_2
,,,,4594 MDRNd Bves Glut_1
,,,,4595 MDRNd Bves Glut_1
,,,,4596 MDRNd Bves Glut_1
,,,,4597 MDRNv Crp Glut_1
,,,,4598 MDRNv Crp Glut_1
,,,,4599 MDRNv Crp Glut_1
,,,,4600 MDRNv Crp Glut_1
,,,,4601 HB Calcb Chol_1
,,,,4602 HB Calcb Chol_2
,,,,4603 HB Calcb Chol_3
,,,,4604 HB Calcb Chol_4
,,,,4605 HB Calcb Chol_5
,,,,4606 Pineal Crx Glut_1
,,,,4607 CS-RPO Meis2 Gaba_1
,,,,4608 CS-RPO Meis2 Gaba_1
,,,,4609 CS-RPO Meis2 Gaba_1
,,,,4610 CS-RPO Meis2 Gaba_1
,,,,4611 CS-RPO Meis2 Gaba_1
,,,,4612 CS-RPO Meis2 Gaba_1
,,,,4613 CS-RPO Meis2 Gaba_2
,,,,4614 CS-RPO Meis2 Gaba_2
,,,,4615 CS-RPO Meis2 Gaba_2
,,,,4616 CS-RPO Meis2 Gaba_2
,,,,4617 CS-RPO Meis2 Gaba_2
,,,,4618 CS-RPO Meis2 Gaba_3
,,,,4619 CS-RPO Meis2 Gaba_3
,,,,4620 CS-RPO Meis2 Gaba_3
,,,,4621 CS-RPO Meis2 Gaba_3
,,,,4622 CS-RPO Meis2 Gaba_4
,,,,4623 CS-RPO Meis2 Gaba_4
,,,,4624 CS-RPO Meis2 Gaba_4
,,,,4625 CS-RPO Meis2 Gaba_4
,,,,4626 CS-RPO Meis2 Gaba_4
,,,,4627 CS-RPO Meis2 Gaba_4
,,,,4628 CS-RPO Meis2 Gaba_5
,,,,4629 CS-RPO Meis2 Gaba_5
,,,,4630 CS-RPO Meis2 Gaba_5
,,,,4631 CS-RPO Meis2 Gaba_5
,,,,4632 CS-RPO Meis2 Gaba_5
,,,,4633 PRNc Otp Gly-Gaba_1
,,,,4634 PRNc Otp Gly-Gaba_1
,,,,4635 PRNc Otp Gly-Gaba_1
,,,,4636 PRNc Otp Gly-Gaba_1
,,,,4637 PRNc Otp Gly-Gaba_1
,,,,4638 PRNc Otp Gly-Gaba_1
,,,,4639 PRNc Otp Gly-Gaba_1
,,,,4640 PRNc Otp Gly-Gaba_2
,,,,4641 PRNc Otp Gly-Gaba_2
,,,,4642 PRNc Otp Gly-Gaba_2
,,,,4643 PRNc Otp Gly-Gaba_2
,,,,4644 PRNc Otp Gly-Gaba_2
,,,,4645 PRNc Otp Gly-Gaba_2
,,,,4646 PRNc Otp Gly-Gaba_2
,,,,4647 PRNc Otp Gly-Gaba_3
,,,,4648 PRNc Otp Gly-Gaba_3
,,,,4649 PRNc Otp Gly-Gaba_3
,,,,4650 PRNc Otp Gly-Gaba_3
,,,,4651 PRNc Otp Gly-Gaba_3
,,,,4652 PRNc Otp Gly-Gaba_3
,,,,4653 PRNc Otp Gly-Gaba_3
,,,,4654 PRNc Otp Gly-Gaba_3
,,,,4655 PRNc Otp Gly-Gaba_4
,,,,4656 PRNc Otp Gly-Gaba_4
,,,,4657 PRNc Otp Gly-Gaba_4
,,,,4658 PRNc Otp Gly-Gaba_4
,,,,4659 PRNc Otp Gly-Gaba_4
,,,,4660 PRNc Otp Gly-Gaba_4
,,,,4661 PRNc Otp Gly-Gaba_5
,,,,4662 PRNc Otp Gly-Gaba_5
,,,,4663 PRNc Otp Gly-Gaba_5
,,,,4664 PB Sst Gly-Gaba_1
,,,,4665 PB Sst Gly-Gaba_1
,,,,4666 PB Sst Gly-Gaba_1
,,,,4667 PB Sst Gly-Gaba_1
,,,,4668 PB Sst Gly-Gaba_2
,,,,4669 PRNc Prox1 Brs3 Gly-Gaba_1
,,,,4670 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4671 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4672 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4673 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4674 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4675 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4676 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4677 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4678 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4679 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4680 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4681 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4682 CS-PRNr-PCG Tmem163 Otp Gaba_1
,,,,4683 CS-PRNr-PCG Tmem163 Otp Gaba_2
,,,,4684 CS-PRNr-PCG Tmem163 Otp Gaba_2
,,,,4685 CS-PRNr-PCG Tmem163 Otp Gaba_2
,,,,4686 CS-PRNr-PCG Tmem163 Otp Gaba_3
,,,,4687 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4688 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4689 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4690 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4691 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4692 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4693 CS-PRNr-DR En1 Sox2 Gaba_1
,,,,4694 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4695 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4696 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4697 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4698 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4699 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4700 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4701 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4702 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4703 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4704 CS-PRNr-DR En1 Sox2 Gaba_2
,,,,4705 LDT Fgf7 Gaba_1
,,,,4706 LDT Fgf7 Gaba_1
,,,,4707 LDT Fgf7 Gaba_1
,,,,4708 LDT-DTN Gata3 Nfix Gaba_1
,,,,4709 LDT-DTN Gata3 Nfix Gaba_1
,,,,4710 LDT-DTN Gata3 Nfix Gaba_1
,,,,4711 LDT-DTN Gata3 Nfix Gaba_1
,,,,4712 LDT-DTN Gata3 Nfix Gaba_2
,,,,4713 LDT-DTN Gata3 Nfix Gaba_2
,,,,4714 LDT-DTN Gata3 Nfix Gaba_2
,,,,4715 LDT-DTN Gata3 Nfix Gaba_2
,,,,4716 LDT-DTN Gata3 Nfix Gaba_2
,,,,4717 NI-RPO Gata3 Nr4a2 Gaba_1
,,,,4718 NI-RPO Gata3 Nr4a2 Gaba_1
,,,,4719 NI-RPO Gata3 Nr4a2 Gaba_1
,,,,4720 NI-RPO Gata3 Nr4a2 Gaba_1
,,,,4721 NI-RPO Gata3 Nr4a2 Gaba_1
,,,,4722 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4723 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4724 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4725 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4726 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4727 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4728 NI-RPO Gata3 Nr4a2 Gaba_2
,,,,4729 NI-RPO Gata3 Nr4a2 Gaba_3
,,,,4730 NI-RPO Gata3 Nr4a2 Gaba_4
,,,,4731 NI-RPO Gata3 Nr4a2 Gaba_4
,,,,4732 NI-RPO Gata3 Nr4a2 Gaba_4
,,,,4733 NI-RPO Gata3 Nr4a2 Gaba_4
,,,,4734 LDT-PCG-CS Gata3 Lhx1 Gaba_1
,,,,4735 LDT-PCG-CS Gata3 Lhx1 Gaba_1
,,,,4736 LDT-PCG-CS Gata3 Lhx1 Gaba_1
,,,,4737 LDT-PCG-CS Gata3 Lhx1 Gaba_1
,,,,4738 LDT-PCG-CS Gata3 Lhx1 Gaba_1
,,,,4739 LDT-PCG-CS Gata3 Lhx1 Gaba_2
,,,,4740 LDT-PCG-CS Gata3 Lhx1 Gaba_2
,,,,4741 LDT-PCG-CS Gata3 Lhx1 Gaba_2
,,,,4742 LDT-PCG-CS Gata3 Lhx1 Gaba_2
,,,,4743 LDT-PCG-CS Gata3 Lhx1 Gaba_3
,,,,4744 LDT-PCG-CS Gata3 Lhx1 Gaba_3
,,,,4745 LDT-PCG-CS Gata3 Lhx1 Gaba_4
,,,,4746 LDT-PCG-CS Gata3 Lhx1 Gaba_5
,,,,4747 LDT-PCG-CS Gata3 Lhx1 Gaba_5
,,,,4748 LDT-PCG-CS Gata3 Lhx1 Gaba_5
,,,,4749 PDTg-PCG Pax6 Gaba_1
,,,,4750 PDTg-PCG Pax6 Gaba_1
,,,,4751 PDTg-PCG Pax6 Gaba_1
,,,,4752 PDTg-PCG Pax6 Gaba_1
,,,,4753 PDTg-PCG Pax6 Gaba_2
,,,,4754 PDTg-PCG Pax6 Gaba_3
,,,,4755 PDTg-PCG Pax6 Gaba_3
,,,,4756 PDTg-PCG Pax6 Gaba_4
,,,,4757 PDTg-PCG Pax6 Gaba_4
,,,,4758 PDTg Otp Shroom3 Gaba_1
,,,,4759 PDTg Otp Shroom3 Gaba_1
,,,,4760 PDTg Otp Olig3 Gaba_1
,,,,4761 PDTg Otp Olig3 Gaba_1
,,,,4762 PDTg Otp Olig3 Gaba_1
,,,,4763 LDT-PCG St18 Gaba_1
,,,,4764 LDT-PCG St18 Gaba_1
,,,,4765 LDT-PCG St18 Gaba_1
,,,,4766 LDT-PCG St18 Gaba_1
,,,,4767 LDT-PCG St18 Gaba_1
,,,,4768 LDT-PCG St18 Gaba_1
,,,,4769 LDT-PCG St18 Gaba_1
,,,,4770 LDT-PCG St18 Gaba_1
,,,,4771 LDT-PCG St18 Gaba_1
,,,,4772 LDT-PCG St18 Gaba_2
,,,,4773 LDT-PCG St18 Gaba_2
,,,,4774 LDT-PCG St18 Gaba_2
,,,,4775 DTN-LDT-IPN Otp Pax3 Gaba_1
,,,,4776 DTN-LDT-IPN Otp Pax3 Gaba_1
,,,,4777 DTN-LDT-IPN Otp Pax3 Gaba_1
,,,,4778 DTN-LDT-IPN Otp Pax3 Gaba_1
,,,,4779 DTN-LDT-IPN Otp Pax3 Gaba_2
,,,,4780 DTN-LDT-IPN Otp Pax3 Gaba_2
,,,,4781 DTN-LDT-IPN Otp Pax3 Gaba_2
,,,,4782 DTN-LDT-IPN Otp Pax3 Gaba_2
,,,,4783 DTN-LDT-IPN Otp Pax3 Gaba_2
,,,,4784 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4785 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4786 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4787 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4788 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4789 DTN-LDT-IPN Otp Pax3 Gaba_3
,,,,4790 DTN-LDT-IPN Otp Pax3 Gaba_4
,,,,4791 DTN-LDT-IPN Otp Pax3 Gaba_4
,,,,4792 DTN-LDT-IPN Otp Pax3 Gaba_4
,,,,4793 DTN-LDT-IPN Otp Pax3 Gaba_4
,,,,4794 DTN-LDT-IPN Otp Pax3 Gaba_4
,,,,4795 DTN-LDT-IPN Otp Pax3 Gaba_5
,,,,4796 DTN-LDT-IPN Otp Pax3 Gaba_5
,,,,4797 DTN-LDT-IPN Otp Pax3 Gaba_5
,,,,4798 DTN-LDT-IPN Otp Pax3 Gaba_5
,,,,4799 DTN-LDT-IPN Otp Pax3 Gaba_5
,,,,4800 NLL Gata3 Gly-Gaba_1
,,,,4801 NLL Gata3 Gly-Gaba_1
,,,,4802 NLL Gata3 Gly-Gaba_1
,,,,4803 NLL Gata3 Gly-Gaba_1
,,,,4804 NLL Gata3 Gly-Gaba_1
,,,,4805 NLL Gata3 Gly-Gaba_2
,,,,4806 NLL Gata3 Gly-Gaba_3
,,,,4807 NLL Gata3 Gly-Gaba_4
,,,,4808 PSV Pax2 Gly-Gaba_1
,,,,4809 PSV Pax2 Gly-Gaba_2
,,,,4810 NLL-po Pax7 Gaba_1
,,,,4811 POR Gata3 Gly-Gaba_1
,,,,4812 POR Spp1 Gly-Gaba_1
,,,,4813 PRP Otp Gly-Gaba_1
,,,,4814 PRP Otp Gly-Gaba_1
,,,,4815 PRP Otp Gly-Gaba_1
,,,,4816 PRP Otp Gly-Gaba_1
,,,,4817 PRP Otp Gly-Gaba_1
,,,,4818 PRP Otp Gly-Gaba_1
,,,,4819 PRP Otp Gly-Gaba_1
,,,,4820 PRP Otp Gly-Gaba_1
,,,,4821 PRP Otp Gly-Gaba_1
,,,,4822 PRP Otp Gly-Gaba_2
,,,,4823 PRP Otp Gly-Gaba_2
,,,,4824 PRP Otp Gly-Gaba_2
,,,,4825 PRP Otp Gly-Gaba_3
,,,,4826 PRP Otp Gly-Gaba_3
,,,,4827 PRP Otp Gly-Gaba_3
,,,,4828 PRP Otp Gly-Gaba_3
,,,,4829 PRP Otp Gly-Gaba_3
,,,,4830 PRP Otp Gly-Gaba_3
,,,,4831 PRP Otp Gly-Gaba_3
,,,,4832 PRP Otp Gly-Gaba_4
,,,,4833 PRP Otp Gly-Gaba_4
,,,,4834 PRP Otp Gly-Gaba_4
,,,,4835 PRP Otp Gly-Gaba_4
,,,,4836 PRP Otp Gly-Gaba_4
,,,,4837 PRP Otp Gly-Gaba_4
,,,,4838 PRP Otp Gly-Gaba_5
,,,,4839 PRP Otp Gly-Gaba_5
,,,,4840 PRP Otp Gly-Gaba_5
,,,,4841 PRP Otp Gly-Gaba_5
,,,,4842 PRP Otp Gly-Gaba_5
,,,,4843 PRP Otp Gly-Gaba_5
,,,,4844 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1
,,,,4845 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1
,,,,4846 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1
,,,,4847 MY Lhx1 Gly-Gaba_1
,,,,4848 MY Lhx1 Gly-Gaba_1
,,,,4849 MY Lhx1 Gly-Gaba_1
,,,,4850 MY Lhx1 Gly-Gaba_1
,,,,4851 MY Lhx1 Gly-Gaba_1
,,,,4852 MY Lhx1 Gly-Gaba_1
,,,,4853 MY Lhx1 Gly-Gaba_1
,,,,4854 MY Lhx1 Gly-Gaba_1
,,,,4855 MY Lhx1 Gly-Gaba_1
,,,,4856 MY Lhx1 Gly-Gaba_1
,,,,4857 MY Lhx1 Gly-Gaba_1
,,,,4858 MY Lhx1 Gly-Gaba_1
,,,,4859 MY Lhx1 Gly-Gaba_1
,,,,4860 MY Lhx1 Gly-Gaba_1
,,,,4861 MY Lhx1 Gly-Gaba_1
,,,,4862 MY Lhx1 Gly-Gaba_1
,,,,4863 MY Lhx1 Gly-Gaba_1
,,,,4864 MY Lhx1 Gly-Gaba_1
,,,,4865 MY Lhx1 Gly-Gaba_1
,,,,4866 MY Lhx1 Gly-Gaba_1
,,,,4867 MY Lhx1 Gly-Gaba_1
,,,,4868 PGRN-PARN-MDRN Hoxb5 Glut_7
,,,,4869 MY Lhx1 Gly-Gaba_1
,,,,4870 MY Lhx1 Gly-Gaba_1
,,,,4871 MY Lhx1 Gly-Gaba_2
,,,,4872 MY Lhx1 Gly-Gaba_2
,,,,4873 MY Lhx1 Gly-Gaba_2
,,,,4874 MY Lhx1 Gly-Gaba_2
,,,,4875 MY Lhx1 Gly-Gaba_2
,,,,4876 MY Lhx1 Gly-Gaba_2
,,,,4877 MY Lhx1 Gly-Gaba_2
,,,,4878 MY Lhx1 Gly-Gaba_2
,,,,4879 MY Lhx1 Gly-Gaba_2
,,,,4880 MY Lhx1 Gly-Gaba_2
,,,,4881 MY Lhx1 Gly-Gaba_2
,,,,4882 MY Lhx1 Gly-Gaba_2
,,,,4883 MY Lhx1 Gly-Gaba_2
,,,,4884 MY Lhx1 Gly-Gaba_2
,,,,4885 MY Lhx1 Gly-Gaba_2
,,,,4886 MY Lhx1 Gly-Gaba_2
,,,,4887 MY Lhx1 Gly-Gaba_2
,,,,4888 MY Lhx1 Gly-Gaba_2
,,,,4889 MY Lhx1 Gly-Gaba_2
,,,,4890 MY Lhx1 Gly-Gaba_3
,,,,4891 MY Lhx1 Gly-Gaba_3
,,,,4892 MY Lhx1 Gly-Gaba_3
,,,,4893 MY Lhx1 Gly-Gaba_3
,,,,4894 MY Lhx1 Gly-Gaba_3
,,,,4895 MY Lhx1 Gly-Gaba_3
,,,,4896 MY Lhx1 Gly-Gaba_3
,,,,4897 MY Lhx1 Gly-Gaba_3
,,,,4898 MY Lhx1 Gly-Gaba_3
,,,,4899 MY Lhx1 Gly-Gaba_3
,,,,4900 MY Lhx1 Gly-Gaba_3
,,,,4901 MY Lhx1 Gly-Gaba_3
,,,,4902 MY Lhx1 Gly-Gaba_3
,,,,4903 MY Lhx1 Gly-Gaba_3
,,,,4904 MY Lhx1 Gly-Gaba_4
,,,,4905 MY Lhx1 Gly-Gaba_4
,,,,4906 MY Lhx1 Gly-Gaba_4
,,,,4907 MY Lhx1 Gly-Gaba_4
,,,,4908 MY Lhx1 Gly-Gaba_4
,,,,4909 MY Lhx1 Gly-Gaba_4
,,,,4910 MY Lhx1 Gly-Gaba_4
,,,,4911 MY Lhx1 Gly-Gaba_4
,,,,4912 MY Lhx1 Gly-Gaba_5
,,,,4913 MY Lhx1 Gly-Gaba_5
,,,,4914 MY Lhx1 Gly-Gaba_5
,,,,4915 MY Lhx1 Gly-Gaba_5
,,,,4916 MY Lhx1 Gly-Gaba_5
,,,,4917 MY Lhx1 Gly-Gaba_5
,,,,4918 MY Lhx1 Gly-Gaba_5
,,,,4919 MY Lhx1 Gly-Gaba_5
,,,,4920 MY Lhx1 Gly-Gaba_5
,,,,4921 MY Lhx1 Gly-Gaba_6
,,,,4922 MY Lhx1 Gly-Gaba_6
,,,,4923 MY Lhx1 Gly-Gaba_7
,,,,4924 MY Lhx1 Gly-Gaba_7
,,,,4925 MY Lhx1 Gly-Gaba_8
,,,,4926 MY Lhx1 Gly-Gaba_9
